protein,gene,A115,A116,A133,A134,A140,A144,A152,A113,A114,A118,A120,A136,A137,A139,A141,A143,A146,A147,A153,A117,A142,A148
ANXA3,ANXA3,42171000,42280000,86865000,172650000,71799000,40135000,56632000,21258000,52035000,40564000,15523000,41093000,66501000,254800000,45110000,50469000,118360000,149470000,44554000,73736000,40581000,63562000
ISG20,ISG20,3808300,3779400,4182100,3983100,7327800,3926500,5310200,6276000,9209100,8401800,1423700,4904900,1235000,3053000,6043500,4552700,10145000,5404500,3938400,3480200,6527200,8015100
CLH1,CLTC,120430000,144530000,144680000,101590000,223280000,211800000,181700000,189510000,151270000,179990000,73462000,137460000,89332000,41817000,175590000,62563000,213150000,276090000,144320000,118680000,120830000,256100000
CASP8,CASP8,2443200,3539900,2213400,4374800,7046500,3370100,9386000,12148000,20726000,6890000,1172600,1812400,1904000,1434100,4405800,4477800,5550300,15875000,2511100,6643600,3364900,21614000
A2MG,A2M,308970000,139320000,479110000,215500000,130270000,119900000,162350000,867700000,288070000,148800000,218600000,256250000,513930000,323550000,333120000,154390000,143790000,191150000,435840000,232850000,256620000,256350000
SNX2,SNX2,13337000,18179000,17778000,17244000,35369000,37894000,28867000,21731000,44755000,47429000,11514000,12138000,12860000,10809000,25204000,13938000,28770000,33772000,23176000,22664000,32323000,57037000
CG050,C7orf50,2865400,14749000,2103100,6669700,16446000,11923000,16480000,10978000,7242400,7872000,2142100,6659800,3613900,1314000,8000900,4221600,12701000,37143000,9806300,10025000,8635100,7995600
ACPH,APEH,19344000,10556000,13261000,14246000,21863000,20525000,20722000,13371000,24089000,23154000,8009800,9241000,15450000,10043000,19042000,14123000,27208000,24187000,17756000,17766000,22711000,31870000
EI2BA,EIF2B1,5542300,9645900,5497500,8278800,13539000,6206400,17870000,6666000,5753900,5067900,1806800,2611400,4139400,968650,7864600,2626900,10250000,15375000,7072200,9585100,14266000,26102000
DHB11,HSD17B11,27903000,11624000,21592000,16574000,30075000,15527000,22240000,22830000,27806000,34573000,14657000,24202000,20718000,10388000,21081000,14596000,26467000,31423000,17169000,24511000,20508000,44671000
SMAP2,SMAP2,2076100,6019100,2667100,2869900,5083600,5682300,11527000,1557800,3203400,3687900,1231500,3340800,1349700,1113400,4646700,1262700,2914300,6156300,3751200,4908100,7134200,13398000
API5,API5,18299000,34930000,10136000,15438000,36911000,39781000,48296000,12531000,15727000,19225000,5550800,8853300,26397000,16299000,20391000,14978000,36885000,50599000,15807000,19766000,28707000,56144000
VP26C,VPS26C,2814800,5167500,3583900,3015900,6990800,8434000,9494300,4068900,5484900,5867900,1764700,2529900,1927800,902540,8826900,1792200,10961000,13901000,6844900,7579300,5557200,12133000
HACL2,ILVBL,18384000,14205000,13433000,11309000,21963000,13132000,27070000,12443000,31921000,21526000,7975500,8083100,7777900,3273800,17678000,7920100,15418000,16392000,11494000,12818000,14675000,27658000
RS4X,RPS4X,56376000,79188000,45206000,43928000,141100000,106270000,140230000,77597000,69173000,75827000,19499000,38499000,46160000,6089800,72354000,22793000,149710000,174180000,48348000,40033000,83550000,223870000
SKP1,SKP1,25839000,23288000,24080000,17987000,32156000,17280000,33459000,18364000,39399000,8110800,8357400,22307000,15595000,5861600,37168000,16685000,58565000,61051000,15142000,25234000,41292000,25150000
IGBP1,IGBP1,2835500,11038000,6907200,3003400,3975400,7823200,19350000,16224000,1386900,2140800,3439000,3490400,3638900,1964900,38523000,5483400,12318000,6545700,2572600,3609700,8640800,16636000
RIR2B,RRM2B,1713200,1688900,1458200,2143200,3768200,2584900,1986000,1446000,2104400,2159000,762510,771190,2564100,1400500,3136400,1533800,4886400,2470900,1613700,3699100,3941700,2776200
ATPG,ATP5F1C,31561000,32645000,20917000,19610000,42578000,42489000,43962000,25160000,47176000,34926000,16295000,22404000,21129000,7480000,36210000,15396000,39758000,36039000,25333000,35910000,26185000,37721000
PELP1,PELP1,1853100,6006400,1809400,3533500,5104000,6731800,6081600,1011500,6050500,1325100,381320,1193500,1581000,2632500,4009400,311340,3648600,9188100,992900,458140,2742100,4217000
CYBP,CACYBP,20480000,65313000,19601000,17884000,61652000,63190000,64344000,23916000,53988000,60988000,21956000,26728000,28046000,5015300,42676000,7294800,91594000,104090000,25664000,64554000,43958000,86924000
GNL1,GNL1,8747900,6799800,5711400,6469900,11668000,10901000,14001000,5331400,11266000,5106600,4032500,7523000,5092100,2297300,5707300,2092800,10758000,15428000,5638400,5717000,9831300,17625000
MOT1,SLC16A1,782000,3267000,2298200,3419100,14959000,10562000,6330000,2061600,1647400,1118100,756900,291460,15788,172710,996210,357770,2690300,8947700,1298800,976290,2904400,3359800
EIF3I,EIF3I,43796000,74683000,44080000,49352000,63805000,73887000,78903000,44399000,42986000,38306000,20131000,29917000,21916000,12604000,49284000,22541000,92213000,115210000,34577000,42583000,71404000,140750000
SGPL1,SGPL1,14597000,7674300,5115600,3224500,23001000,10803000,14229000,6745600,18920000,6362600,2666800,3715100,3547700,4223400,7623300,1998100,23221000,25738000,5496700,11566000,19957000,33345000
EF1A2,EEF1A2,5549300,7764100,3101400,2006900,35691000,15308000,13497000,3945200,4283700,7953900,3779400,2696400,1154800,1419300,11457000,2376200,7494600,47729000,5872800,12773000,7952500,13086000
TPD52,TPD52,53503000,33935000,30819000,44040000,128260000,116670000,146090000,27116000,43683000,53681000,21629000,35601000,38951000,11240000,66447000,66037000,76414000,88848000,40742000,28567000,66088000,263620000
TPD54,TPD52L2,68897000,65831000,60509000,47685000,103070000,87413000,131290000,40474000,74367000,96913000,46359000,57745000,48706000,20108000,81073000,33140000,215970000,172180000,51134000,63704000,89184000,142550000
NICA,NCSTN,11113000,9663100,8744000,7423900,5553800,14629000,21300000,6606200,6963500,8169000,2896700,11595000,3967700,4205200,12881000,2424300,48067000,17742000,3973400,16071000,9491300,19193000
RHG01,ARHGAP1,75065000,99051000,82234000,57042000,59983000,97467000,79024000,85397000,63396000,15707000,26614000,42541000,29820000,25990000,155360000,20155000,86364000,125030000,58521000,56271000,129170000,152070000
MAP1B,MAP1B,22288000,22071000,8400000,15274000,24435000,8168500,10414000,8326400,32761000,9212600,27772000,8912400,12208000,21214000,3493800,10019000,23045000,3708900,2603500,9037000,14344000,5574100
IF4G2,EIF4G2,9077200,14930000,7976100,11378000,13648000,12604000,18181000,6276900,5577000,10376000,2816100,6674200,5330800,5041300,7196900,4126400,19203000,21233000,6686300,7457900,62958000,20674000
TADBP,TARDBP,46968000,62869000,33879000,38699000,69213000,81986000,82031000,27459000,37861000,45394000,18472000,28133000,33022000,2720800,59010000,12824000,85367000,101100000,39775000,47923000,59855000,117350000
RL6,RPL6,46117000,102080000,55589000,67760000,146710000,145070000,158990000,91406000,127920000,87068000,40008000,42655000,47446000,16392000,95601000,35471000,136520000,168430000,41445000,78639000,115540000,232520000
PSB4,PSMB4,29866000,70047000,33892000,50111000,86436000,78414000,84668000,37960000,78867000,61270000,18255000,44946000,31856000,22139000,35288000,24071000,76995000,83432000,42414000,46553000,59558000,107570000
ERGI3,ERGIC3,2675500,10891000,5960200,4317700,12685000,9459000,10726000,8789400,7289100,8823300,1555500,4134200,1780000,1236200,5952400,3262700,36911000,8098000,2710200,3055400,6450100,10635000
PSA7,PSMA7,41433000,74200000,39604000,60840000,128640000,87455000,107520000,44192000,88530000,65637000,16695000,30710000,29153000,35870000,75390000,28752000,94650000,110770000,49763000,68596000,74816000,139050000
SHIP1,INPP5D,4893700,8038100,4274900,1280000,1964500,2589000,2705400,1549300,5059800,4710700,995770,2840400,3622900,1824700,3047600,2789300,5103100,3333700,3332800,3462600,6802900,6801600
MA2C1,MAN2C1,70361,1487000,546380,283050,167450,1567700,1746600,942400,2070300,2189000,1057300,821780,1061900,NA,107700,258690,3360200,226270,200660,954360,619890,5068200
TPPP3,TPPP3,81241000,47901000,57514000,20600000,48852000,10514000,15746000,14706000,20490000,39160000,6612000,19140000,29597000,3153800,30007000,22693000,18175000,17696000,70916000,46361000,42735000,95607000
CN37,CNP,15090000,13936000,14291000,12441000,17879000,17525000,25102000,14932000,14813000,16262000,7705300,9649200,6829700,4784800,18805000,6164900,25630000,18612000,12764000,13077000,20457000,28637000
MDHM,MDH2,340260000,618030000,298290000,286940000,545000000,675930000,658870000,208520000,671940000,279930000,205570000,201040000,201770000,80059000,463390000,121300000,447950000,1092200000,200370000,520160000,287020000,880410000
CLPT1,CLPTM1,4480800,27510000,7636900,6087100,15234000,5970000,11725000,12257000,14183000,8850600,2988400,10049000,4014900,5145300,7451500,3268300,25956000,17529000,6709900,8886700,8836400,17642000
NUD16,NUDT16,1642200,1706400,2824900,2663100,5683600,1062500,8190300,870620,1310400,NA,462640,1120000,590750,815130,2955600,1049000,3402200,5838800,1501700,5862500,4189700,5133500
TSN15,TSPAN15,1294900,4521000,7981500,10771000,5324100,811740,7254500,158580,396270,526860,228680,683750,558130,6694800,663540,934540,2273800,5317000,703500,2184000,1079500,1935300
CLMN,CLMN,163980,2220600,2783200,3619400,354980,3692300,2044800,2304700,248260,1989200,166430,981760,1294600,335640,1597200,188520,2601700,145510,126600,93600,28685,329710
PSMD3,PSMD3,17520000,33089000,14034000,18339000,35220000,36960000,45193000,12185000,32136000,27021000,8405000,8518300,10224000,6451700,18058000,8195000,40559000,43214000,15403000,22676000,28910000,61187000
PLD1,PLD1,212250,833750,132490,293690,476400,468980,404610,1597100,170990,157400,756210,1189200,1167000,596670,3126600,125240,347510,7583500,58485,2550100,2627400,2498700
OCAD1,OCIAD1,9978800,25688000,10274000,11747000,20868000,19304000,21169000,9792900,20935000,15128000,10258000,14130000,13161000,1625500,18351000,5829400,44064000,27975000,12535000,24108000,15181000,30029000
KC1A,CSNK1A1,1368800,2075500,896590,415410,1212000,3717000,2825900,1023300,715580,889270,459010,710380,884080,NA,1280900,318880,1812700,2494600,494280,874920,1178800,2743400
EZRI,EZR,55386000,66779000,77140000,63488000,71549000,93832000,178260000,29251000,122140000,107440000,57091000,73503000,63329000,24252000,60665000,111070000,142930000,111540000,51377000,55826000,118330000,150180000
ZN185,ZNF185,1438700,934010,3299900,277800,1783000,2563400,382000,608770,NA,1850100,762170,496460,713330,786800,1251100,972790,2393100,15792000,1265100,877370,3466900,1554800
SHPK,SHPK,3339300,3931200,960690,1777200,2333400,4043300,6574400,1359400,5057400,2494700,1275400,2112600,2521800,NA,2169900,1172800,11299000,6710800,1491200,3909800,5133400,8642200
VP26B,VPS26B,3257100,4548400,3200900,2868200,2509300,5399700,988610,2718800,3565000,3756300,347910,1400900,659070,618380,3793000,850510,3837400,2288300,2857800,3103900,2031600,3047100
EGLN,ENG,6797700,4786600,7963400,4183400,6867100,4847800,4516300,8323200,1263100,4201200,2029400,5588700,2993900,1494300,6940200,2432600,11557000,7310300,6558900,5443000,9587600,7825600
GTR3,SLC2A3,832940,9523800,1019900,14998000,11103000,8103200,13420000,726750,5927800,598790,1939800,2867900,1719700,31906000,222950,9118200,18526000,4021300,2016500,2110600,10453000,33555000
WBP11,WBP11,2418100,10089000,3612200,4539700,2226000,11810000,3115700,2678000,341010,1188300,1478500,2482400,400910,NA,926020,2015600,10404000,17830000,2201000,8140500,2046700,3600000
CSTF3,CSTF3,8261900,8307700,7287700,5339100,12775000,6475400,17361000,4389400,5030600,9070400,5352200,4937400,4454200,2251800,8624500,2642700,12275000,17815000,3227200,8503300,6455000,18736000
ADH1G,ADH1C,13415000,5202100,23982000,5456100,4618800,10047000,12250000,2961500,12480000,5926500,4595600,9930800,6473900,6677000,3941600,6656500,5376900,8586800,3357200,5803600,8862200,30347000
NDUS5,NDUFS5,2842000,4437000,2063000,870410,5916600,7361900,7072500,2618300,450650,10199000,2973600,4567500,5854100,530170,11510000,546150,6133200,9185300,1798700,6639600,7820700,15782000
MOES,MSN,91120000,145210000,99784000,111140000,157500000,188450000,92271000,99640000,155070000,162030000,39916000,52591000,68331000,68854000,93647000,51465000,218910000,133330000,81651000,94940000,129730000,185600000
TMED9,TMED9,49214000,59068000,53509000,64058000,115050000,79606000,86953000,68292000,103280000,75362000,28712000,41370000,35402000,25694000,81975000,36453000,130570000,73875000,53665000,50833000,80278000,80296000
MIC60,IMMT,31443000,52527000,30224000,26810000,58724000,55866000,56211000,32144000,17144000,47165000,21938000,28682000,18904000,10434000,49706000,10854000,59089000,75364000,27959000,61912000,57834000,49494000
KHDR1,KHDRBS1,43196000,83413000,45482000,56150000,108010000,68658000,87647000,30434000,45028000,35327000,20623000,33918000,25873000,18938000,86194000,18887000,170550000,172860000,34026000,34384000,46269000,72870000
MAL2,MAL2,8112600,3183700,2898100,2368500,1755500,1195900,3019900,1387400,4210700,2489700,1725600,2397800,5077600,749310,6065500,2065100,1495900,4694000,1343000,3434900,2222500,9857300
BROX,BROX,11788000,11611000,8485100,9005900,15282000,20345000,13413000,6825500,10011000,10029000,7826700,8657700,10048000,3877900,18877000,6347600,16496000,35727000,8679100,11132000,14810000,27430000
AN32B,ANP32B,17476000,53698000,13393000,12733000,24413000,41333000,31966000,22342000,31788000,30307000,8636600,10471000,18002000,4608700,28556000,5874400,36082000,50977000,13298000,29295000,25350000,46061000
CP27A,CYP27A1,8910400,6677400,3246300,8770600,26889000,5443400,1845300,8268900,9752300,13198000,2784600,6724100,5627500,4403300,5527700,3001200,4184000,11447000,7704600,14388000,6525400,14101000
HTAI2,HTATIP2,8857600,10855000,10538000,9912300,25116000,8910200,12336000,7993900,9431900,10683000,12859000,11127000,10590000,4068900,12841000,6178000,19296000,19786000,9374400,12814000,12892000,33454000
SYVC,VARS1,19756000,33175000,26858000,34165000,45820000,45698000,49486000,30746000,70534000,48143000,23226000,16816000,26256000,5850500,45142000,24215000,44335000,61168000,31626000,28258000,39456000,95372000
STML2,STOML2,15329000,18563000,17470000,20949000,44091000,48689000,84179000,18621000,30063000,27227000,15311000,28256000,17595000,9600200,32118000,4851800,49928000,66327000,17489000,35200000,27267000,57038000
SC24C,SEC24C,12957000,13132000,13678000,6388500,21171000,19084000,17086000,12053000,15454000,9566200,6696300,11076000,8075500,3301300,16299000,7005000,24601000,35458000,11102000,16786000,19658000,41563000
LTN1,LTN1,445990,1623900,467800,6312700,1294100,942130,759470,5014900,254360,958510,236560,357870,446010,127680,78538,305910,1091600,1921900,522270,66240,781300,3048600
1433B,YWHAB,179810000,205530000,238700000,242100000,300600000,262330000,459490000,229680000,311040000,259620000,109490000,213990000,118200000,171770000,244270000,138390000,764080000,404380000,271370000,222730000,430560000,493930000
CAZA2,CAPZA2,53492000,60383000,65036000,46121000,95587000,93451000,81348000,72217000,115890000,108670000,44662000,42369000,46961000,20627000,82043000,43910000,69026000,112140000,95055000,91462000,105730000,134480000
ATPB,ATP5F1B,350770000,410320000,299810000,246680000,384520000,386110000,454620000,270800000,448700000,392430000,195270000,267110000,192210000,82156000,454650000,157310000,331140000,323240000,269350000,365740000,300760000,599440000
RT11,MRPS11,262660,1190300,2687400,3491900,5053200,3287100,2732900,8300800,1339400,2912200,162570,394340,1564100,1641300,4097800,1224400,4963000,5543500,2640200,2919700,2420000,6163000
KAD3,AK3,14238000,39190000,21176000,15236000,23851000,29708000,25534000,17380000,33007000,19109000,11213000,30870000,18923000,7328700,32342000,9051400,42729000,27002000,23888000,39393000,32617000,37723000
ARAP1,ARAP1,2104600,5086100,4843600,2759000,4993100,6770500,5704900,5059400,4807800,6317800,2527400,2616000,3986700,1819500,6766000,2326100,7619100,5204600,3621100,6041000,5695800,13789000
DCXR,DCXR,10141000,5600900,11555000,8407700,11981000,21151000,40969000,8935200,30904000,5713900,7426900,11484000,7663200,4530000,32805000,5556800,14097000,28826000,14746000,28322000,15840000,24759000
FKBP8,FKBP8,9070100,10832000,10801000,10783000,17759000,14200000,17636000,10027000,12491000,10079000,4982200,10514000,7722100,2465200,9403000,7057800,24839000,14713000,10727000,13590000,12310000,17164000
TIGAR,TIGAR,2239500,8554900,6944300,4798900,12231000,9783800,18349000,6855600,7071500,17916000,2666200,4189400,5451500,5310000,3625300,2732200,13697000,23265000,5552500,11384000,11413000,22384000
CAYP1,CAPS,30486000,14528000,15592000,4939500,11202000,12689000,14361000,360430,19479000,13125000,6348600,2297400,14349000,1933700,19247000,19315000,3431500,24763000,38044000,14512000,7151400,20037000
CATL1,CTSL,2042000,6708500,12415000,13484000,31541000,12352000,12111000,22234000,8695300,24459000,11982000,9101900,12482000,7397800,10347000,1590400,36517000,20478000,4633900,31492000,18145000,23790000
